shots,overall_precision,overall_recall,overall_f1,overall_accuracy
0,0.14285714285714285,0.015151515151515152,0.027397260273972608,0.9682990817665064
1,0.2815884476534296,0.23636363636363636,0.257001647446458,0.9524850604868095
